          (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   7,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   6,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   7,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   7,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   7,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   6,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   9,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   7,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
          (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2) (   8,    0) (   0,    0) (   0,    2) (   0,    4) (   0,    2)
         
node   1 sent_total   1143  recv_total   1132

node   2  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   7,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   7,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   6,    0) (   0,    0) (   0,    3) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   8,    0) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   2 sent_total    163  recv_total    167

node   3  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   7,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   7,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   6,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    0) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    2) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    2) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    0) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   6,    0) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    0) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    0) (   0,    0) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    0) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    0) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    0) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   7,    0) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    3) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    0) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   7,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   7,    0) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    0) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   7,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    0) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   6,    0) (   0,    0) (   0,    4) (   0,    2)
          (   0,    0) (   9,    1) (   0,    1) (   0,    4) (   0,    2) (   0,    0) (   8,    1) (   0,    1) (   0,    4) (   0,    2)
